category,color,date,month,price,region,revenue,sales_units,season,social_engagement,style,year
Dresses,Black,2024-04-27,4,383,South America,305634,798,Spring,7190,Punk,2024
Dresses,Brown,2024-05-23,5,51,Asia,11016,216,Spring,20752,Punk,2024
Accessories,Beige,2024-11-20,11,495,Europe,620730,1254,Fall,10046,Minimalist,2024
Tops,Red,2024-03-06,3,411,Australia,303318,738,Spring,12229,Minimalist,2024
Jewelry,Brown,2023-02-11,2,82,South America,99630,1215,Winter,37971,Minimalist,2023
Bags,Green,2024-01-25,1,438,Asia,514650,1175,Winter,41830,Minimalist,2024
Jewelry,Navy,2024-06-26,6,338,Asia,219024,648,Summer,48071,Athletic,2024
Jewelry,Yellow,2023-08-05,8,450,Asia,271350,603,Summer,22227,Minimalist,2023
Outerwear,Beige,2024-07-11,7,476,Asia,608804,1279,Summer,40993,Casual,2024
Outerwear,Gray,2023-03-04,3,407,Europe,85877,211,Spring,29355,Grunge,2023
Bags,Red,2024-05-07,5,274,Europe,100284,366,Spring,1596,Preppy,2024
Bags,White,2024-10-16,10,460,Australia,507840,1104,Fall,36994,Punk,2024
Dresses,Brown,2024-07-10,7,464,Europe,436624,941,Summer,15617,Minimalist,2024
Tops,Pink,2024-08-07,8,409,Europe,191412,468,Summer,45823,Preppy,2024
Outerwear,White,2024-05-16,5,353,Asia,131669,373,Spring,49609,Vintage,2024
Tops,White,2024-06-08,6,417,South America,90072,216,Summer,38438,Bohemian,2024
Skirts,Brown,2024-08-06,8,123,Europe,84747,689,Summer,31175,Vintage,2024
Tops,Orange,2023-10-03,10,141,Europe,121965,865,Fall,29131,Athletic,2023
Dresses,Navy,2024-09-03,9,195,Asia,188760,968,Fall,6702,Streetwear,2024
Jewelry,Orange,2024-07-05,7,226,Europe,271878,1203,Summer,36225,Minimalist,2024
Bags,Brown,2024-03-02,3,100,South America,29900,299,Spring,36802,Grunge,2024
Tops,Yellow,2023-02-10,2,225,Europe,70875,315,Winter,1657,Bohemian,2023
Dresses,Navy,2023-07-05,7,49,Australia,63112,1288,Summer,26195,Formal,2023
Outerwear,Purple,2023-01-26,1,401,Asia,556989,1389,Winter,34447,Grunge,2023
Skirts,Red,2023-06-08,6,60,North America,24720,412,Summer,45532,Athletic,2023
Jewelry,Green,2023-05-11,5,68,Europe,62628,921,Spring,3816,Bohemian,2023
Bags,Pink,2024-09-12,9,271,South America,84281,311,Fall,4404,Bohemian,2024
Bags,Black,2023-07-20,7,309,North America,79722,258,Summer,12441,Minimalist,2023
Skirts,Red,2024-03-24,3,394,Australia,153266,389,Spring,45519,Vintage,2024
Outerwear,Gray,2023-04-15,4,426,Europe,74124,174,Spring,11915,Casual,2023
Pants,Purple,2024-12-29,12,146,Australia,104682,717,Winter,42954,Punk,2024
Jewelry,Green,2024-07-15,7,427,North America,405223,949,Summer,25301,Bohemian,2024
Pants,Brown,2024-09-28,9,245,South America,224175,915,Fall,8503,Formal,2024
Skirts,Red,2024-08-24,8,379,South America,133787,353,Summer,3673,Formal,2024
Jewelry,Green,2024-02-19,2,436,Australia,346620,795,Winter,12690,Streetwear,2024
Skirts,Red,2023-07-18,7,70,Europe,63490,907,Summer,47348,Minimalist,2023
Outerwear,Purple,2024-12-28,12,185,Europe,114515,619,Winter,8655,Preppy,2024
Skirts,Navy,2024-12-26,12,274,Asia,103024,376,Winter,40450,Bohemian,2024
Tops,Navy,2024-10-15,10,208,South America,121888,586,Fall,42039,Casual,2024
Shoes,Green,2023-11-16,11,277,South America,98058,354,Fall,12223,Streetwear,2023
Jewelry,Purple,2023-07-24,7,38,North America,27246,717,Summer,20320,Grunge,2023
Jewelry,Green,2023-12-30,12,148,South America,35520,240,Winter,3102,Vintage,2023
Skirts,Purple,2023-11-30,11,406,Asia,83636,206,Fall,39861,Bohemian,2023
Pants,Black,2023-03-01,3,38,South America,57418,1511,Spring,11256,Casual,2023
Jewelry,Purple,2023-12-07,12,351,Asia,293787,837,Winter,20937,Vintage,2023
Jewelry,Gray,2023-04-30,4,183,North America,34587,189,Spring,11050,Athletic,2023
Bags,Blue,2023-01-24,1,205,Asia,143500,700,Winter,16693,Preppy,2023
Skirts,Green,2023-10-01,10,121,Australia,65703,543,Fall,15873,Casual,2023
Skirts,Orange,2023-08-14,8,157,Asia,141614,902,Summer,35565,Minimalist,2023
Outerwear,Pink,2023-12-18,12,177,Australia,210807,1191,Winter,36186,Athletic,2023
Pants,Pink,2023-09-25,9,236,South America,85904,364,Fall,27736,Vintage,2023
Jewelry,Pink,2023-04-02,4,393,South America,339945,865,Spring,29416,Preppy,2023
Dresses,Blue,2024-07-15,7,56,Australia,36624,654,Summer,27727,Athletic,2024
Jewelry,Green,2023-07-24,7,241,South America,95677,397,Summer,19091,Bohemian,2023
Outerwear,Pink,2023-02-02,2,20,South America,22380,1119,Winter,40451,Vintage,2023
Accessories,Pink,2023-02-06,2,151,Europe,85768,568,Winter,15619,Vintage,2023
Accessories,Navy,2023-02-26,2,412,Asia,353908,859,Winter,43951,Casual,2023
Accessories,Red,2024-12-10,12,21,North America,17052,812,Winter,1110,Bohemian,2024
Shoes,Green,2024-10-01,10,266,Europe,133266,501,Fall,16402,Formal,2024
Jewelry,Gray,2024-07-25,7,172,Asia,54868,319,Summer,31801,Vintage,2024
Accessories,Pink,2024-11-28,11,372,Australia,267096,718,Fall,9706,Grunge,2024
Tops,Red,2023-01-01,1,218,Australia,67362,309,Winter,16126,Vintage,2023
Jewelry,Purple,2024-05-14,5,336,North America,265440,790,Spring,27937,Formal,2024
Pants,Purple,2023-12-16,12,102,South America,77622,761,Winter,30798,Athletic,2023
Outerwear,Beige,2023-06-25,6,51,Australia,38964,764,Summer,3129,Casual,2023
Pants,Navy,2024-07-27,7,467,Australia,371732,796,Summer,31529,Punk,2024
Shoes,Red,2024-01-02,1,497,Australia,431396,868,Winter,12521,Grunge,2024
Accessories,Beige,2024-08-03,8,50,North America,11900,238,Summer,11645,Preppy,2024
Skirts,Red,2023-06-14,6,330,North America,72270,219,Summer,6118,Grunge,2023
Pants,Gray,2024-10-22,10,193,North America,73147,379,Fall,11149,Bohemian,2024
Bags,Purple,2024-12-01,12,271,Europe,145527,537,Winter,5813,Grunge,2024
Bags,Beige,2024-11-27,11,163,Europe,36675,225,Fall,49132,Vintage,2024
Dresses,Red,2023-02-07,2,305,Asia,132675,435,Winter,24773,Minimalist,2023
Shoes,Gray,2023-07-05,7,395,Australia,391050,990,Summer,8208,Grunge,2023
Pants,Navy,2023-08-19,8,357,Australia,356286,998,Summer,18283,Streetwear,2023
Outerwear,Black,2024-05-21,5,86,South America,24854,289,Spring,8495,Formal,2024
Outerwear,Blue,2024-11-26,11,130,South America,62140,478,Fall,35577,Streetwear,2024
Shoes,Red,2024-01-04,1,406,North America,130326,321,Winter,29786,Formal,2024
Outerwear,Orange,2023-05-28,5,351,North America,126009,359,Spring,31375,Punk,2023
Bags,Pink,2024-10-03,10,476,South America,173740,365,Fall,20867,Casual,2024
Skirts,White,2023-11-05,11,222,North America,218892,986,Fall,29063,Preppy,2023
Skirts,Gray,2024-06-23,6,367,North America,431592,1176,Summer,17090,Streetwear,2024
Accessories,Red,2024-07-31,7,316,Asia,248376,786,Summer,27009,Casual,2024
Accessories,White,2024-05-31,5,250,Australia,262750,1051,Spring,49917,Grunge,2024
Shoes,Pink,2023-06-05,6,54,Europe,7884,146,Summer,23931,Casual,2023
Accessories,Pink,2024-01-08,1,312,Asia,31824,102,Winter,42880,Bohemian,2024
Shoes,Blue,2023-09-29,9,288,South America,64224,223,Fall,41973,Minimalist,2023
Pants,Pink,2024-04-19,4,135,South America,31590,234,Spring,9936,Bohemian,2024
Outerwear,Gray,2024-04-20,4,311,Europe,181935,585,Spring,21581,Preppy,2024
Dresses,Red,2024-10-05,10,291,North America,50634,174,Fall,15601,Vintage,2024
Pants,Yellow,2023-12-20,12,198,Australia,195426,987,Winter,2917,Bohemian,2023
Dresses,Green,2024-05-11,5,300,Europe,94500,315,Spring,41351,Minimalist,2024
Bags,Purple,2024-09-28,9,69,Europe,26082,378,Fall,2051,Athletic,2024
Pants,Green,2023-01-31,1,380,Australia,286900,755,Winter,39411,Preppy,2023
Dresses,Red,2023-10-09,10,233,Europe,131412,564,Fall,3386,Casual,2023
Shoes,Beige,2023-08-15,8,160,Europe,35360,221,Summer,24876,Minimalist,2023
Pants,Beige,2023-12-15,12,345,Europe,134550,390,Winter,28909,Minimalist,2023
Accessories,Green,2024-04-27,4,135,South America,117045,867,Spring,26351,Punk,2024
Bags,Purple,2024-07-26,7,344,South America,197456,574,Summer,28085,Minimalist,2024
Bags,Brown,2024-01-13,1,244,North America,63928,262,Winter,12858,Casual,2024
Pants,Purple,2024-11-19,11,108,Asia,70524,653,Fall,6538,Athletic,2024
Shoes,Brown,2024-10-10,10,194,North America,139680,720,Fall,15540,Casual,2024
Skirts,Blue,2024-12-12,12,432,Europe,229824,532,Winter,30960,Bohemian,2024
Tops,Navy,2023-02-28,2,74,Australia,10656,144,Winter,34423,Formal,2023
Dresses,Brown,2023-06-01,6,112,Australia,77728,694,Summer,13932,Casual,2023
Accessories,Navy,2023-01-29,1,199,South America,31044,156,Winter,22028,Bohemian,2023
Dresses,Navy,2024-05-29,5,100,North America,73700,737,Spring,28021,Streetwear,2024
Skirts,Blue,2024-04-15,4,322,Europe,138138,429,Spring,31889,Formal,2024
Bags,Purple,2024-02-02,2,259,Europe,142191,549,Winter,29516,Vintage,2024
Dresses,Red,2023-01-27,1,30,South America,23310,777,Winter,36727,Preppy,2023
Tops,Beige,2023-05-07,5,261,North America,215064,824,Spring,10629,Vintage,2023
Pants,Black,2024-02-15,2,181,Australia,197833,1093,Winter,32916,Bohemian,2024
Pants,Beige,2024-06-15,6,460,South America,451260,981,Summer,17456,Vintage,2024
Tops,Navy,2023-10-07,10,267,Asia,130563,489,Fall,15246,Punk,2023
Pants,Navy,2023-03-19,3,170,Australia,82790,487,Spring,44714,Vintage,2023
Dresses,White,2024-03-28,3,161,Australia,44114,274,Spring,25679,Preppy,2024
Outerwear,White,2024-01-21,1,106,North America,112678,1063,Winter,49862,Grunge,2024
Outerwear,Pink,2023-01-19,1,328,Australia,399504,1218,Winter,10450,Streetwear,2023
Tops,Black,2024-07-08,7,89,North America,62834,706,Summer,6785,Casual,2024
Tops,Red,2023-04-09,4,415,Asia,208330,502,Spring,35185,Formal,2023
Shoes,Orange,2023-09-04,9,72,Asia,19728,274,Fall,15650,Vintage,2023
Shoes,Green,2024-04-02,4,51,Australia,37587,737,Spring,5523,Athletic,2024
Outerwear,Orange,2024-03-20,3,154,North America,179564,1166,Spring,23911,Minimalist,2024
Accessories,Pink,2024-02-24,2,134,Asia,133196,994,Winter,2783,Vintage,2024
Shoes,Black,2023-09-02,9,430,North America,459670,1069,Fall,4215,Formal,2023
Dresses,Brown,2023-05-05,5,42,Asia,33180,790,Spring,49787,Preppy,2023
Dresses,Orange,2024-08-29,8,332,Asia,458492,1381,Summer,21488,Athletic,2024
Bags,Black,2024-01-22,1,118,Europe,124962,1059,Winter,2613,Formal,2024
Skirts,Beige,2023-06-17,6,389,Australia,99973,257,Summer,42735,Punk,2023
Jewelry,Navy,2023-04-06,4,445,South America,445000,1000,Spring,23949,Punk,2023
Accessories,Black,2024-02-25,2,219,Asia,59130,270,Winter,13531,Preppy,2024
Outerwear,Red,2023-06-11,6,266,Australia,230888,868,Summer,38014,Formal,2023
Shoes,Orange,2023-01-02,1,455,Asia,353535,777,Winter,37105,Streetwear,2023
Shoes,Orange,2023-07-15,7,88,Europe,12760,145,Summer,5106,Vintage,2023
Dresses,Red,2023-11-02,11,425,Europe,374000,880,Fall,26660,Preppy,2023
Dresses,Brown,2023-09-10,9,336,Asia,121296,361,Fall,20958,Streetwear,2023
Dresses,Yellow,2024-02-11,2,471,South America,366438,778,Winter,14124,Punk,2024
Pants,White,2023-12-19,12,59,Asia,88441,1499,Winter,26354,Streetwear,2023
Shoes,Orange,2024-07-17,7,283,Europe,223570,790,Summer,29410,Bohemian,2024
Skirts,Navy,2024-04-26,4,42,South America,11256,268,Spring,27511,Bohemian,2024
Dresses,Green,2024-06-08,6,33,Australia,7326,222,Summer,20683,Grunge,2024
Dresses,Black,2023-12-28,12,165,South America,53955,327,Winter,36671,Bohemian,2023
Accessories,White,2024-08-05,8,288,Australia,83808,291,Summer,32165,Punk,2024
Tops,Beige,2023-06-17,6,231,Asia,160314,694,Summer,46575,Athletic,2023
Skirts,Orange,2023-11-04,11,328,Asia,189584,578,Fall,18710,Vintage,2023
Dresses,White,2023-09-12,9,399,Australia,112917,283,Fall,15627,Athletic,2023
Tops,Brown,2023-08-18,8,143,Asia,250679,1753,Summer,16409,Minimalist,2023
Outerwear,Orange,2023-03-10,3,360,South America,154800,430,Spring,20293,Punk,2023
Pants,Beige,2024-04-12,4,238,South America,235858,991,Spring,32279,Vintage,2024
Dresses,Brown,2023-03-29,3,313,Europe,131147,419,Spring,12249,Minimalist,2023
Dresses,Purple,2024-04-27,4,92,Australia,13064,142,Spring,25710,Grunge,2024
Jewelry,Beige,2024-07-03,7,71,North America,20093,283,Summer,28314,Streetwear,2024
Jewelry,Yellow,2023-03-06,3,301,Europe,104146,346,Spring,10466,Grunge,2023
Tops,Orange,2023-12-04,12,468,South America,387504,828,Winter,19782,Minimalist,2023
Outerwear,Beige,2024-05-25,5,117,Asia,47853,409,Spring,5691,Formal,2024
Outerwear,Red,2024-11-12,11,364,Asia,66612,183,Fall,31939,Streetwear,2024
Pants,Navy,2024-06-26,6,488,Australia,756400,1550,Summer,23480,Streetwear,2024
Tops,Navy,2023-01-21,1,93,South America,113832,1224,Winter,16904,Streetwear,2023
Jewelry,Navy,2024-01-11,1,151,Australia,78822,522,Winter,38163,Casual,2024
Outerwear,Green,2023-08-18,8,50,South America,12650,253,Summer,39469,Preppy,2023
Outerwear,Green,2023-03-29,3,350,North America,329350,941,Spring,26120,Formal,2023
Pants,Purple,2023-03-04,3,127,South America,84455,665,Spring,26609,Casual,2023
Jewelry,Green,2023-12-02,12,450,South America,135450,301,Winter,43796,Grunge,2023
Jewelry,Gray,2023-03-01,3,164,North America,22960,140,Spring,49533,Preppy,2023
Pants,White,2023-10-31,10,165,Australia,54615,331,Fall,21298,Grunge,2023
Skirts,Gray,2024-02-28,2,226,North America,183512,812,Winter,27865,Bohemian,2024
Skirts,Brown,2023-05-25,5,211,Asia,88831,421,Spring,33087,Athletic,2023
Bags,Purple,2023-05-15,5,437,South America,135470,310,Spring,11741,Minimalist,2023
Dresses,Blue,2024-05-09,5,335,Europe,130650,390,Spring,5400,Vintage,2024
Shoes,Gray,2024-03-15,3,286,North America,134420,470,Spring,22177,Minimalist,2024
Outerwear,Purple,2024-05-04,5,221,Australia,238901,1081,Spring,29760,Streetwear,2024
Jewelry,Black,2023-09-19,9,232,Australia,101848,439,Fall,26143,Preppy,2023
Skirts,Black,2023-01-05,1,235,Asia,42770,182,Winter,7522,Preppy,2023
Accessories,Red,2023-01-13,1,290,Australia,201840,696,Winter,16644,Punk,2023
Bags,Pink,2024-01-30,1,234,Australia,187902,803,Winter,21703,Vintage,2024
Accessories,White,2023-03-14,3,421,North America,378900,900,Spring,8374,Grunge,2023
Skirts,Gray,2024-02-02,2,273,Asia,83265,305,Winter,47474,Minimalist,2024
Outerwear,Navy,2024-09-11,9,404,North America,415312,1028,Fall,14842,Minimalist,2024
Tops,White,2023-01-15,1,119,Europe,110432,928,Winter,28152,Athletic,2023
Tops,Yellow,2023-11-21,11,306,Asia,167688,548,Fall,14975,Preppy,2023
Shoes,Beige,2024-05-23,5,108,Australia,68904,638,Spring,42902,Minimalist,2024
Outerwear,Red,2024-08-24,8,340,South America,81260,239,Summer,42007,Formal,2024
Outerwear,Blue,2024-10-11,10,282,Asia,188376,668,Fall,5075,Casual,2024
Skirts,Green,2024-04-29,4,319,South America,105589,331,Spring,6768,Vintage,2024
Skirts,Yellow,2023-08-27,8,37,Asia,28527,771,Summer,42817,Preppy,2023
Dresses,Beige,2024-12-12,12,234,Europe,194922,833,Winter,17326,Formal,2024
Skirts,Green,2024-01-26,1,237,South America,158316,668,Winter,4444,Minimalist,2024
Accessories,Purple,2023-03-01,3,405,Australia,91530,226,Spring,18360,Grunge,2023
Dresses,Purple,2023-04-30,4,472,North America,384208,814,Spring,41387,Grunge,2023
Jewelry,Green,2023-01-25,1,29,North America,22968,792,Winter,13974,Punk,2023
Bags,Gray,2024-01-30,1,418,North America,334400,800,Winter,1841,Grunge,2024
Shoes,Red,2023-09-24,9,288,South America,137952,479,Fall,25051,Casual,2023
Shoes,Navy,2024-05-05,5,230,Asia,96830,421,Spring,36386,Athletic,2024
Shoes,Yellow,2023-02-22,2,43,Europe,26875,625,Winter,7380,Athletic,2023
Shoes,Beige,2024-09-24,9,272,Australia,40256,148,Fall,29814,Vintage,2024
Outerwear,Brown,2023-03-26,3,189,Asia,232659,1231,Spring,19856,Casual,2023
Dresses,Beige,2024-07-31,7,410,North America,381710,931,Summer,17657,Preppy,2024
Skirts,Gray,2023-04-12,4,88,South America,10824,123,Spring,21603,Grunge,2023
Jewelry,Orange,2024-10-23,10,222,Asia,53502,241,Fall,30204,Casual,2024
Outerwear,White,2023-10-08,10,32,Asia,32544,1017,Fall,20123,Vintage,2023
Outerwear,Yellow,2024-01-22,1,154,North America,230846,1499,Winter,42452,Casual,2024
Bags,Navy,2023-03-05,3,221,Australia,92820,420,Spring,25443,Athletic,2023
Dresses,Gray,2024-08-27,8,381,Australia,246507,647,Summer,12369,Streetwear,2024
Shoes,Green,2024-06-08,6,446,Australia,412996,926,Summer,47938,Streetwear,2024
Pants,Beige,2023-03-18,3,413,Europe,263907,639,Spring,1178,Punk,2023
Jewelry,Brown,2023-06-13,6,198,South America,104742,529,Summer,22904,Athletic,2023
Pants,Beige,2024-06-16,6,121,Europe,45980,380,Summer,19693,Vintage,2024
Pants,Gray,2024-09-02,9,177,Australia,150096,848,Fall,38402,Formal,2024
Tops,White,2023-06-10,6,354,North America,643572,1818,Summer,21708,Minimalist,2023
Jewelry,Yellow,2023-11-11,11,407,Asia,341066,838,Fall,4550,Formal,2023
Accessories,Green,2023-09-07,9,312,Australia,69888,224,Fall,38027,Casual,2023
Outerwear,Beige,2024-07-28,7,174,South America,160080,920,Summer,8923,Punk,2024
Pants,Pink,2023-09-02,9,380,Australia,148960,392,Fall,42866,Formal,2023
Pants,Pink,2024-09-20,9,479,South America,403318,842,Fall,7491,Preppy,2024
Dresses,Navy,2024-10-14,10,247,Europe,230204,932,Fall,14089,Streetwear,2024
Accessories,White,2024-07-16,7,245,South America,69580,284,Summer,27579,Athletic,2024
Accessories,Yellow,2023-08-04,8,77,North America,70070,910,Summer,22986,Punk,2023
Shoes,Gray,2024-05-05,5,197,Asia,208623,1059,Spring,42088,Minimalist,2024
Tops,Pink,2023-09-03,9,364,South America,130676,359,Fall,24399,Grunge,2023
Tops,Green,2024-07-12,7,75,South America,68850,918,Summer,37464,Punk,2024
Pants,Beige,2024-03-19,3,380,Europe,148200,390,Spring,4868,Athletic,2024
Outerwear,Orange,2024-08-18,8,331,South America,284660,860,Summer,36810,Streetwear,2024
Accessories,Navy,2024-12-20,12,173,Europe,89960,520,Winter,31118,Formal,2024
Skirts,Orange,2023-03-06,3,169,Asia,128609,761,Spring,15839,Athletic,2023
Shoes,Gray,2023-09-17,9,295,Australia,75225,255,Fall,24350,Bohemian,2023
Jewelry,Red,2023-12-15,12,243,South America,220401,907,Winter,1017,Preppy,2023
Pants,Purple,2024-07-01,7,126,North America,46116,366,Summer,14373,Casual,2024
Outerwear,Orange,2023-12-13,12,427,Europe,502152,1176,Winter,9698,Punk,2023
Jewelry,Beige,2024-05-26,5,117,Europe,55575,475,Spring,14243,Minimalist,2024
Skirts,White,2024-01-20,1,475,Europe,133950,282,Winter,44424,Streetwear,2024
Tops,Red,2024-09-27,9,498,Australia,326688,656,Fall,26853,Grunge,2024
Bags,Green,2024-12-02,12,213,Australia,61983,291,Winter,49808,Grunge,2024
Jewelry,Yellow,2023-09-16,9,422,Australia,373892,886,Fall,6607,Formal,2023
Outerwear,Black,2023-08-19,8,441,Europe,115101,261,Summer,40281,Grunge,2023
Tops,Red,2024-09-26,9,35,South America,30030,858,Fall,18809,Athletic,2024
Bags,Brown,2024-12-14,12,140,Australia,107940,771,Winter,4276,Punk,2024
Outerwear,Pink,2024-09-29,9,289,South America,202878,702,Fall,12750,Athletic,2024
Pants,Navy,2024-08-03,8,100,Europe,34400,344,Summer,16198,Streetwear,2024
Pants,Navy,2023-09-23,9,118,Australia,44958,381,Fall,32826,Bohemian,2023
Tops,Orange,2023-08-24,8,220,North America,82500,375,Summer,7521,Vintage,2023
Dresses,Navy,2023-01-15,1,283,Europe,127067,449,Winter,27018,Streetwear,2023
Jewelry,Beige,2024-01-08,1,461,North America,335147,727,Winter,13046,Grunge,2024
Tops,Orange,2023-12-02,12,376,Europe,357952,952,Winter,17587,Formal,2023
Accessories,White,2023-12-10,12,189,Australia,156114,826,Winter,45028,Athletic,2023
Accessories,Yellow,2024-04-21,4,413,South America,77644,188,Spring,6449,Preppy,2024
Skirts,Brown,2024-01-23,1,58,North America,13688,236,Winter,41791,Vintage,2024
Accessories,Orange,2023-09-29,9,65,South America,47125,725,Fall,42001,Streetwear,2023
Accessories,Blue,2023-11-16,11,358,South America,102030,285,Fall,3215,Bohemian,2023
Shoes,Black,2024-01-18,1,101,Europe,97364,964,Winter,33670,Preppy,2024
Dresses,Orange,2023-08-05,8,149,Australia,220371,1479,Summer,13580,Athletic,2023
Jewelry,Brown,2024-04-20,4,378,South America,314496,832,Spring,6320,Casual,2024
Bags,Brown,2024-04-08,4,222,South America,129204,582,Spring,9194,Punk,2024
Bags,White,2023-09-27,9,373,North America,351739,943,Fall,27181,Athletic,2023
Pants,Gray,2023-08-27,8,203,Asia,139867,689,Summer,39184,Athletic,2023
Bags,Brown,2024-10-21,10,63,Australia,40761,647,Fall,12676,Preppy,2024
Bags,Purple,2024-06-29,6,104,Australia,113152,1088,Summer,23413,Casual,2024
Skirts,Yellow,2023-11-25,11,205,North America,241080,1176,Fall,33828,Casual,2023
Bags,Brown,2023-09-27,9,214,Australia,139742,653,Fall,12340,Athletic,2023
Skirts,Orange,2023-03-24,3,204,South America,52836,259,Spring,9483,Athletic,2023
Skirts,Brown,2024-10-28,10,81,Asia,42687,527,Fall,22957,Preppy,2024
Skirts,Blue,2024-06-25,6,403,Europe,341341,847,Summer,39406,Vintage,2024
Pants,Black,2023-04-20,4,154,South America,225764,1466,Spring,21338,Casual,2023
Tops,Green,2024-11-25,11,492,North America,83640,170,Fall,15711,Grunge,2024
Skirts,Navy,2024-09-17,9,425,Europe,177225,417,Fall,43939,Athletic,2024
Pants,Beige,2023-05-04,5,138,North America,64308,466,Spring,40584,Vintage,2023
Skirts,Black,2023-12-05,12,444,Australia,360972,813,Winter,29846,Punk,2023
Tops,Purple,2023-07-06,7,379,Europe,308885,815,Summer,41306,Streetwear,2023
Accessories,Brown,2024-08-14,8,92,South America,23368,254,Summer,38387,Preppy,2024
